,0,1,2,3,4
47,1.600457819,3.164430073,2.548478844,0.908405957,0.49634107
48,0.368875002,1.849145289,1.61745953,-1.562309933,-0.758953399
49,3.538849125,1.192514211,2.536018986,-1.09153736,0.515033819
50,4.401139651,1.942899463,0.685734317,-1.047739251,1.162835123
51,2.544761824,1.526579869,0.030185019,-0.99057325,0.372576345
52,1.431125488,1.97856008,1.931397548,-1.287586919,-0.323748664
53,0.061398787,2.522753151,1.534637378,-1.504082224,-0.592191333
54,2.259489753,2.039017502,0.488441387,-1.260524951,-1.791456155
55,0.982475111,2.435312956,1.293020537,-1.838635458,1.869456611
56,3.819009235,3.935095858,-0.894921815,0.594214523,0.772354228
57,2.452905426,4.275924642,-0.116416887,0.12108414,-0.19619157
58,1.773836147,2.473468019,0.897047859,-0.705931745,-1.097394962
59,4.630580544,4.702387427,0.466828056,-1.058180641,2.412060586
60,2.998433877,5.138704701,0.0829903,-0.089447555,1.332627424
61,2.339959635,2.242184943,-1.557622585,0.602764894,-0.163141649
62,1.928587546,1.674566867,0.93336582,-2.408970746,1.345041975
63,0.711392557,-0.131979671,1.246799313,-0.57843164,-0.002172608
64,2.267663646,3.756202243,-0.020391737,-0.061659968,-0.624039378
65,2.818801732,1.353360526,0.453180619,-0.951839464,-0.201287741
66,3.124647458,3.741332436,2.338305734,-1.57204645,0.042149069
67,1.055646642,3.09515241,0.92090734,-1.790797656,-1.161868981
68,2.311383128,3.114234203,-0.019919461,-1.537115954,-0.025139118
69,2.03418338,3.457709063,0.348840903,-1.092443883,-0.113169311
70,3.396659604,1.632973743,-1.090656303,0.063950403,-1.106779937
71,0.54341779,2.652936762,1.205073088,-1.750232919,-0.76256216
72,2.327313086,0.958636806,0.466567554,0.533364208,0.982625008
73,3.274834033,1.346411405,4.025110448,-4.995752004,6.794972859
74,2.904249709,0.759731949,1.047263956,-1.753825343,-0.369286078
75,0.859437372,1.615791902,0.699368445,-2.239361954,-1.242599034
76,2.828015006,5.381350055,0.882180132,-1.143047769,-0.0726636
77,2.461146612,5.137147641,0.280000607,1.922470429,0.585148787
78,4.436495324,5.200105024,-1.364945241,0.540973136,1.591077509
79,3.98415698,3.053178512,2.815834744,-1.527984781,-0.028934114
80,4.628085822,5.515006049,0.175696678,-0.73418152,0.709563076
81,2.048838906,-1.571979917,-0.130195964,-0.554115757,-1.867459718
82,0.024043652,-0.593740499,0.217880945,-0.607744443,-1.116137294
83,-0.301287671,-1.18323384,1.825921402,1.955684095,-0.95997445
84,1.169677477,-1.949170597,0.177277806,0.193463333,-1.228301897
85,1.183228372,-1.303717099,5.4004928,3.877262638,-2.486051682
86,0.088610203,-1.908193807,2.582781342,-0.045391495,-0.805704475
87,3.587016165,-1.695212635,3.829099947,5.832514335,-1.404095079
88,0.666421325,-2.533402293,-0.046756636,-0.14846746,-0.448290609
89,4.125378599,-1.681061155,1.722591408,4.568990249,-0.473328325
90,-0.577165992,-0.18773542,0.297454428,-0.533660298,-0.838815881
91,2.023273402,-2.216909425,3.00362935,3.002581199,-1.033780063
92,2.927321211,-1.750575533,-0.559452149,0.708770192,0.326363789
93,1.64421216,-0.869951286,0.286017308,0.522268778,-2.082136934
94,0.188667207,-1.186531793,-0.340093858,-0.709470214,0.438415137
95,0.780336932,-1.800847718,6.600321268,5.292869204,-1.395863746
96,0.682204758,-1.453185409,2.032700158,1.170340182,-0.339277223
97,0.684780312,-1.462228766,1.731430043,1.192131078,-0.098274795
98,-0.322596927,-1.290324899,1.074707064,-0.799688961,-1.821615718
99,1.198387869,-0.780609433,1.012855199,-0.568521814,-1.944726003
100,1.154552239,-0.02700941,1.151625318,-0.528454957,-2.112694828
101,2.7029818,-0.717224401,-0.749332355,0.750677978,-0.610642841
102,2.050279195,-1.861739648,0.600677224,-0.53166309,-0.806134449
103,1.172440002,-1.939834116,-0.400536195,-1.919140429,-1.314826161
104,0.996254703,-2.772937854,2.528449899,0.118458339,-1.032391475
105,-0.194919026,-2.48390096,1.32823934,0.069077155,-1.225034519
106,1.67315303,-0.870708219,0.021527849,0.268515497,-1.934746753
107,0.284463448,-1.662609618,1.642158147,1.790943263,-1.109473623
108,-0.128978752,-1.163156081,0.998531804,-0.673776155,-0.715014704
109,0.679451586,-0.922560769,-0.555612206,-0.520158722,-0.83926812
110,0.522425517,-0.867721928,-1.024402993,-0.215748705,-0.244666702
111,0.358755435,-1.478444317,0.606047621,-0.154483143,-1.454581293
112,0.201158128,-2.305670574,0.666601006,0.137661538,-0.949949888
113,0.322805117,-1.72757951,0.319174231,1.811621103,0.270017569
114,2.041723049,-0.660873251,0.816524004,-0.501132389,-2.794212694
115,0.439273905,-0.910227806,0.791786791,-0.498601127,-0.933865863
116,2.140754835,-1.674703341,-0.967930035,-1.357080748,-1.266472953
117,3.237253598,0.950035857,-0.343840308,0.355940905,-2.258686149
118,0.783850616,-1.179206146,0.280286938,-0.552845177,-1.602909001
119,-0.420285404,-0.847876146,0.862676087,-1.457713343,-1.23025763
120,1.75136235,-1.79397238,0.027373858,-0.099450552,-1.791569643
121,1.029910644,-2.040984805,0.112935618,0.047841066,-1.610347097
122,0.336764661,-1.412419738,0.499855406,-0.718534956,-1.407812897
123,0.545187459,-1.708055186,1.625503561,1.312354019,-1.528116287
124,2.47379451,2.275756917,-0.98336634,0.930959464,-0.773945883
125,1.876044279,-0.213356297,-1.329019078,0.930971225,-0.311984484
126,0.13272662,-2.186157146,0.828981259,-0.064065763,-1.13060402
127,0.260123446,-1.19637758,0.894160826,-0.198038827,-1.866168162
128,0.240686838,-1.632154645,0.605965756,0.26138746,-1.130636731
129,-0.542200358,-0.786696065,0.817034415,-0.207277789,-1.170580904
130,1.03376398,-1.439798896,3.30676853,4.234749782,-2.285761786
131,-0.525672497,-1.519516264,0.695024479,-0.207748347,-0.978739113
132,-0.63200011,-1.350562393,0.40372422,-0.363219714,-0.581550879
133,-0.450577084,-2.146995382,1.147561759,0.329931488,-1.04201997
134,4.719689466,-0.207460156,2.093803185,1.094680357,-0.495975044
135,1.341618205,-1.019555906,0.054669288,-0.609910597,-2.277458254
136,-0.886707058,-1.529260301,0.72682731,0.407082312,-0.288477544
137,3.651661254,-0.664869791,-1.996299277,0.833269019,-1.059745865
138,-0.69077332,-1.010576342,-0.050210494,-0.085933415,-0.073350451
139,0.497433536,-1.456537354,0.172919286,-0.225508591,-1.41725868
140,0.225661289,-1.708370717,-0.016327752,1.361940357,0.295316782
141,0.788316772,-1.067962264,-0.372674904,0.656022747,-0.285661571
142,-0.161165885,-1.162181801,-0.478870028,-0.215061276,-0.277897675
143,-0.161274,-0.911498492,-0.081431271,-0.08482634,-0.318501787
144,1.724423261,-0.54278727,3.281700967,2.505709377,4.707808228
145,1.65950476,-0.540752574,0.885898767,3.818828131,2.027066571
146,2.283738042,-0.152466763,-1.584201343,1.087449089,-0.446738157
147,0.916078547,-1.508292561,2.261853076,3.908614219,-1.108057372
148,0.549257526,-1.517427733,0.467019193,-0.374610307,-1.421559502
149,0.833457155,-2.25694345,0.416409757,1.497787116,-0.705201694
150,1.17555996,-1.38109016,0.101196111,-0.212516602,-1.914785449
151,-0.196232517,-1.378816997,1.003184563,-0.371207182,-1.698369393
152,1.176446521,-0.913379,0.161661319,1.328118952,-0.918691851
153,0.320691951,1.611105396,2.084744102,-1.261312068,-1.382612107
154,0.89931435,-1.961369825,0.863059793,-0.057062204,-2.003698969
155,0.331542602,-1.340782176,-0.039985978,0.528900081,-0.379063484
156,0.083880401,-1.774521616,0.67678631,-0.751071995,-0.544413463
157,1.723029118,-1.303746432,0.805499399,0.728162867,-0.066361196
158,3.518766093,0.105134427,-1.398928443,0.902869923,-0.555768127
159,0.204326259,-0.865666285,1.518980919,-1.012764211,-1.022635587
160,1.233474952,-2.195951868,4.228138097,0.511177529,-2.101288111
161,1.873905808,-1.161167705,-0.231156537,-1.554623785,0.4026601
162,1.967739032,-2.542928139,0.006511121,0.050751284,-1.344069612
163,0.355296923,-2.532861861,2.063734687,-0.467520575,-0.245087561
164,0.050370895,-1.377726501,0.417406056,-0.551533961,-0.995798748
165,0.177575613,-1.837225981,0.708960517,-0.627092958,-1.323345044
166,2.894436963,-0.996161383,-0.572101905,-0.120333514,-2.497041874
167,0.565275838,-2.173289486,1.505175221,0.239190956,0.203155808
168,1.406813458,-1.125317375,-0.326320799,1.210494613,-0.384454679
169,0.965891428,-2.700011458,1.367246403,1.141067014,-0.091697668
170,0.92090917,-1.19611765,1.263095437,0.321616959,-0.997252766
171,-0.341363461,-1.930104823,1.605317266,-0.326857317,-1.898461875
172,1.507047547,0.096608419,-0.088897444,2.270657871,-0.782947097
173,2.02177824,0.814699809,-0.519721518,-0.198657905,-0.381421628
174,1.274970454,-1.933883017,0.11431985,0.896982241,-1.126100944
175,0.690700647,-2.311251119,-0.329684362,-0.252375347,-0.162093561
176,0.578316137,-2.323662054,0.426897479,0.371176098,-0.913026648
177,0.006601017,-2.106419522,0.053641372,0.302836212,-0.14938182
178,-0.287670612,-1.087551483,0.551575294,-0.643677636,-1.163085511
179,0.806349268,-2.507057681,0.432037898,0.290284277,-1.085971507
180,-0.198688124,-1.318656708,1.397533836,1.088378642,-0.993862297
181,0.791284759,-2.507710748,2.421144287,0.361060095,-0.966598483
182,-0.389476136,-2.284649908,0.715279706,0.234251828,-0.424466451
183,0.597694496,-2.888720437,3.544958981,2.489574985,-2.699509138
184,3.681605566,0.482423343,-1.563780697,1.735729027,-1.42672982
185,0.473488171,-1.425697442,1.71469549,-0.440189102,-0.759833325
186,0.48962249,-0.658615284,1.292602991,-0.652935845,-1.983383708
187,0.352476015,-1.424307443,0.762451148,-0.373610449,-1.746076207
188,3.927668467,2.399105372,-1.485415999,1.95116351,0.34899844
189,0.778366316,-2.338760054,0.171352046,-0.115680343,-0.916538207
190,2.813659787,-2.159902758,-0.268754148,0.498872345,-2.073790695
191,1.10281366,-2.709849332,1.854358882,0.073256813,-0.885293419
192,3.054073232,-0.269855306,-0.975433114,1.168199962,0.841194935
193,1.682437552,-0.900634112,-0.930262876,0.0155429,-1.009461735
194,-0.01001395,-1.677454526,1.250925773,-0.262663825,-1.753538889
195,1.330805595,-2.640576427,0.605918594,0.117574624,-1.772523587
196,0.590769919,-1.291090559,-0.111508782,-0.579991998,-1.476327848
197,3.193056601,-2.034164903,3.597850068,6.817858485,-2.066561189
198,2.092752662,-0.813941425,-1.989469416,0.177551039,-0.416620043
199,0.717330719,-1.493943991,0.768811171,-0.26370098,-2.079029297
200,0.285664338,-1.742073655,0.381584398,-0.682637418,-1.240268021
201,2.329097297,-0.055417659,-1.454947963,-0.095012536,-0.940322409
202,1.953841023,-0.647932017,-1.699798852,0.754182298,0.100323762
203,4.29874794,2.257546768,-0.718993381,-0.049432295,0.141838525
204,3.108055707,0.670612801,-0.254540011,1.231417518,1.451039831
205,3.297460124,0.017869006,-0.986893005,1.591916819,-1.662280575
206,3.331813833,0.598059612,-1.287961956,0.523715861,0.25725143
207,6.162078115,2.464867894,5.732845595,9.955031665,3.423461723
208,1.565300709,-0.641830711,-0.878943852,-1.061879774,-1.462154182
209,1.145274394,0.93716587,-0.115442405,-0.127044232,-0.797054159
210,2.90566346,-1.081407997,0.256681476,-1.923579829,0.292171495
211,1.788452635,-1.883790947,0.414895459,-0.670105751,0.554210133
212,0.771436143,-1.140079092,0.091694983,-0.771698422,-1.61278407
213,3.054236412,0.240505935,-1.175744119,1.983469039,-0.947635886
214,3.790147317,2.519176276,-1.560675034,3.055912423,0.386519307
215,2.070280128,1.128655944,-1.346074067,-0.624071559,-1.06737664
216,3.148747775,1.912800686,-0.54440118,-0.30339479,-2.280149888
217,1.485275927,-0.800195113,-0.513101318,-1.815060173,-1.280472052
218,3.767472969,-2.154284206,0.218906799,-1.074853472,-0.080546478
219,5.126187014,3.812223581,2.022722425,4.739825893,2.3434707
220,2.130426597,-0.896035123,0.942711995,-0.396262221,-0.109171154
221,2.307674071,2.313071318,0.373006714,-1.068808171,-0.245609557
222,4.00159185,3.006159892,-1.304377853,1.050891991,-0.499565341
223,6.202193895,-2.273317187,5.473296377,-4.608887637,8.887488006
224,1.66531875,-0.911024861,0.174147775,-0.048800176,-1.80171541
225,4.0147836,0.618574714,-1.576721114,2.605363031,-0.644324211
226,0.704301889,1.063289176,-0.507838832,-0.498208134,-1.008278586
227,1.055549084,0.883459896,1.107346735,-0.30663944,-0.337520595
228,2.042117431,1.117903676,-1.544276827,0.809065342,-0.782106406
229,3.092785224,0.15380445,-0.404223373,3.137001103,0.262971336
230,1.51592011,0.758193421,-1.308969942,0.581310832,-0.516330892
231,-0.122414723,-0.551263063,0.768965892,0.810530835,-0.874954194
232,2.754323321,1.9085684,-0.880902527,0.327035622,-0.477899729
233,1.495104718,-1.5049857,-0.260475018,0.001582743,-1.636544286
234,4.014608474,0.756758811,-0.092873591,-1.392877781,-0.183389366
235,2.633669884,0.997218437,-1.731650479,1.418697337,-0.290171944
236,2.466684221,0.978520028,-0.917105266,0.047043043,-1.866907064
237,1.708138428,-0.614622124,-0.53265461,0.593218163,-1.413650199
238,2.668558423,2.173278808,0.763614896,0.014067918,-1.154201789
239,3.076762004,-0.178528905,1.382038506,0.114446107,-2.044012522
240,2.512967266,2.631313083,-1.109799217,-0.165986524,-1.357438392
241,0.092229128,0.729011269,1.577028395,-0.076267625,-1.130877816
242,3.974206925,2.474131904,4.581985669,-1.983072079,1.742186128
243,4.599094859,0.210556902,3.007258413,5.3201092,3.579024134
244,4.430247047,5.379293458,-0.771142728,0.239326569,1.165275989
245,4.069735017,2.908182518,0.818150452,-2.138753588,1.12032396
246,2.136708988,-1.431138527,-0.995165101,-0.818602903,-0.360085175
247,3.174262608,2.749808282,-0.762320026,0.215598782,-1.357275632
248,3.334833707,2.279470266,2.183993501,-3.305913057,1.388318467
249,2.205330743,0.474601611,-0.562227732,-0.109415279,-1.617529506
250,4.647681154,2.581102224,2.860303324,-1.781952042,-0.277350416
251,1.692486738,0.829771629,-0.909276837,-0.588430414,-1.162000735
252,0.580904882,-0.762953405,-0.737847321,-0.513004381,-0.540306576
253,5.677531061,3.794692848,-0.397817642,-0.839803144,1.354506203
254,3.363568275,1.395759035,1.664958803,-3.090079476,1.563521893
255,2.709040844,-0.73490717,-0.665877664,0.051323127,0.742672771
256,2.793164168,-0.777561504,-0.243940103,-0.987134123,1.291895054
257,2.046868066,0.097590741,-1.156965775,-0.240027797,-1.585578436
258,1.101379856,-1.267221535,0.158730196,-0.341096999,-1.37805696
259,3.252299169,2.516170745,0.685920889,6.706297557,1.788341235
260,3.325273379,1.341373763,-2.251607319,1.692870422,-0.583976551
261,1.274138792,0.676638166,-0.340379189,-0.867314645,-1.402489123
262,2.132389493,-0.963430057,-0.944727493,-0.553796905,-1.925124949
263,1.723020203,1.303342551,0.270075414,-0.429588867,-1.662531141
264,2.642913448,0.277364819,2.589716276,2.273194582,-1.578537974
265,2.264068377,-0.204876059,-0.843131207,-0.182556053,-1.565760024
266,4.681378346,4.026397301,-1.955022632,0.785334878,0.97094242
267,3.970760125,4.178411891,-1.000467277,0.462141425,-0.672284177
268,1.751296476,1.537426288,0.808700553,-1.571191662,-1.117421723
269,2.723478132,0.138819858,-0.556329399,-1.353564983,1.382915882
270,1.029784556,0.881387906,-0.329201015,-0.844319071,-1.423981652
271,0.98706052,0.903401419,0.683472191,-1.754303665,-2.012919204
272,2.072669242,1.105578405,-0.853102439,-0.614937827,-1.126056125
273,3.011302969,-0.861311478,-1.173628786,-1.071006861,-0.27902926
274,3.378683873,0.543187018,-1.664649987,0.145792168,-0.059333004
275,4.246681864,4.021652678,-0.149926848,-0.355113033,1.088384241
276,2.15843121,0.298220008,-0.916453705,0.248533079,-0.966966036
277,2.635870468,2.57315959,-2.284891345,-0.97037972,-2.360772733
278,2.72827897,2.450438821,-0.498134219,-0.550798579,-1.910995083
279,1.497270564,0.153127011,1.561548933,-1.140188694,-1.427553798
280,4.98074242,1.087711592,-1.281137271,2.601346664,0.027581109
281,1.576714623,0.228910364,-1.071312245,-0.389519657,-1.289422484
282,2.653568992,1.528691691,-0.127002686,-0.48186791,-0.473302416
283,4.199355644,1.414412376,-2.692385424,0.749989024,0.073533696
284,2.924701156,0.470963584,-0.966973061,0.89652612,-0.229431785
285,5.720887328,1.257043111,-0.079414696,2.877589376,1.595593819
286,1.525452342,1.634752767,-0.146594171,-0.969398081,-1.481486251
287,1.814984643,-1.111000179,0.277447972,-1.067362256,0.929601391
288,4.038756522,1.61399682,-0.249939215,2.062227938,-0.038157435
289,3.121675751,2.079073168,1.657917279,-2.120905141,1.64709577
290,4.384337762,0.557201305,-1.948645264,1.490129715,-1.502873788
291,2.570367939,2.191953808,-0.416317626,-0.529575499,0.102423294
292,2.433363874,0.291205984,-0.557087313,-0.1903071,-1.790474365
293,3.93685493,2.434999841,0.93647462,-2.981452179,-0.261085994
294,2.404486896,2.30997288,-0.427434771,-0.466083683,0.164527369
295,2.247613587,-1.379132627,0.080191113,-1.511889634,1.062500531
296,4.506072709,1.220732472,0.969905411,0.50839693,2.141701087
297,2.465380914,-1.319088502,-1.196325173,-1.790005327,-1.090212026
298,3.38799847,3.091704659,-1.503009967,0.579205676,-0.688340544
299,2.173287879,-1.142682609,0.535087027,1.402352628,-0.983291145
300,1.462661751,-0.996011749,-0.135248203,-0.421145566,-1.618490792
301,1.836324606,0.347054639,-1.387623892,-0.342374253,-0.60235376
302,1.974884008,-0.277666844,-0.300629561,-0.112015026,-2.229785936
303,2.405962441,-1.038702778,0.674366203,-0.861431529,-0.39095601
304,4.650704158,0.810719408,0.910444989,2.344877021,1.126181021
305,1.026316878,0.291019486,-0.150351906,1.371690363,-0.457977945
306,2.682284424,0.391658885,-0.427121615,0.553796585,0.783576194
307,2.045220995,-0.20222077,-1.583085202,0.098097815,-0.995751789
308,4.755048209,0.313478496,0.054979151,-0.889426058,0.229208641
309,3.584956214,1.949345065,-1.129984804,0.178610747,0.519516695
310,2.93388066,1.258416113,0.404578489,-0.122636869,-1.031227438
311,5.397642855,2.220314675,-2.211697205,-0.819324207,1.185334786
312,3.644028515,1.561655672,2.842246176,-1.950937866,3.789763266
313,1.691380778,-1.083871424,-1.096507556,-0.990554287,-0.51426142
314,2.475852917,1.476926927,0.547822347,-0.041782046,0.20500705
315,2.11684787,1.017083008,1.431615892,-0.543913327,0.554286517
316,3.595923711,-1.425502363,-1.346418695,-0.068802548,-2.278863196
317,2.739252603,0.079996525,0.347472607,-1.833593514,0.214612799
318,3.025367862,-1.225427708,1.424715195,-1.020124095,1.875313516
319,1.162267826,-1.956373552,-0.057805985,-0.17565096,-0.503714229
320,1.622514861,-2.080649104,-0.454219898,0.136326201,-0.868104681
321,3.55060775,-1.419480172,0.237960827,-0.803341095,-0.23303814
322,6.999343863,2.689086176,0.946331123,0.585023255,2.203967052
323,3.01704793,-1.673890849,0.738417048,-0.995282218,-0.605999266
324,2.51211122,-2.132373286,-0.221121676,0.254616162,-1.017363616
325,3.022226513,-0.618803741,-1.021476846,-0.36612975,-0.728499379
326,4.382234604,0.145140686,-1.246292901,1.32987276,0.054304273
327,2.7886587,-0.353496672,-0.656799683,0.1762056,-0.678526744
328,2.163528749,-0.920842142,-0.705474153,-1.101015461,-0.768672972
329,2.270008916,-0.770975221,0.941912785,0.534341484,0.449759828
330,3.254192188,0.676834343,-1.405146891,-0.236343074,-1.738339203
331,4.909925457,2.044946418,-2.497772275,1.263635906,-0.342544489
332,1.5556789,-1.342845367,-0.506720746,-0.746778996,-1.262534115
333,3.141409892,-0.846590874,-0.863419017,-1.078253604,-0.912325161
334,1.835992666,-1.451635413,0.048134201,-0.314529461,-2.135742217
335,2.568559025,-1.413310905,-0.238835516,-1.484138978,-2.115302073
336,2.62589055,-1.966604911,-0.269543032,-1.071144893,-1.118942441
337,1.029650386,-2.08260214,-0.072955623,-1.626005741,-0.116137672
338,1.200944977,-1.633198731,0.6544974,-1.405871232,-1.221772015
339,3.225139128,-0.855970118,0.51793079,0.440622554,-0.676411593
340,3.011360478,-0.427956362,-1.042246673,-0.481041696,-1.493256349
341,4.050372791,1.382779326,-0.776006202,1.01566179,-0.683688186
342,2.995382532,-0.270353411,-0.875929335,-0.249755793,-0.583440151
343,1.385910384,-1.073692787,-0.564830182,-0.309786668,-0.177167004
344,2.406383629,2.353173075,-0.933323748,0.262198202,-1.35681989
345,1.127447285,-1.735635245,-0.788841448,0.348592544,-0.440790026
346,2.686577436,0.259096578,-0.230611452,-0.465573955,-2.071479598
347,1.815853591,-1.308751477,-0.302358976,-0.454774917,-0.729945639
348,2.087888929,-0.839375361,-0.516825005,-0.879037745,-1.220011115
349,3.60232887,1.064446137,-1.934912694,0.268588555,-0.0156389
350,1.778282196,-2.33004088,0.660763138,1.405486562,-0.780040668
351,2.358936511,1.482787393,-0.981559027,0.329826651,-0.954735847
352,4.242005194,-0.303849505,0.861519234,1.35583639,-0.092446431
353,3.658252121,0.118826354,0.19390581,0.237258095,-0.225076693
354,2.272447907,-1.069416012,-0.012228302,-0.188298214,-1.019317331
355,2.44843012,-1.586398036,0.207310685,-1.376902791,-0.913626669
356,2.350994103,-1.346863246,-1.697581266,0.016303932,-0.719302598
357,1.522510791,-1.653890282,-0.79041094,-0.543070109,0.060570457
358,3.708304837,-1.019078271,0.994197109,2.150420074,-0.25235336
359,1.417551481,-1.525664084,-0.412363824,0.078749607,-0.710659634
360,1.431653001,-1.969797378,1.040909026,-1.788418131,0.589948972
361,1.149426325,-0.642180781,-0.358132944,-1.145096666,-0.853254689
362,2.775473094,-1.471232621,0.405640501,-0.446348464,-0.190982425
363,1.855180751,-2.216954727,-0.174078259,-0.390061532,-1.011367957
364,3.333254572,0.7589604,-0.928411766,-0.70919232,-0.576331236
365,1.94359239,-1.718704833,-1.318208327,0.174277803,0.405089782
366,4.337672998,-0.857926862,-0.721230889,1.192024142,0.646234185
367,1.956270258,-0.94379079,-0.423659825,-0.190454003,-1.035845425
368,2.21450387,-1.289739725,-0.544252359,-0.42951744,-0.977857545
369,2.693572664,-2.032081406,0.023260176,0.10663642,1.53788749
370,2.305110445,-0.146598565,-0.183216954,-1.05002332,-1.304495057
371,2.015696626,-1.41686906,0.759695929,-0.395943058,-0.927072234
372,2.04469138,-1.040736855,-1.356845253,-0.68418206,-0.316660211
373,2.738700524,-2.575584126,3.399476751,-2.19926396,4.923460306
374,3.595722484,-2.596275646,1.911117905,-1.976786788,-0.417713004
375,4.319160813,-3.850154441,3.759502433,-2.196851961,3.655277719
376,1.283568731,-1.232424298,-0.034920208,-0.49757555,0.394484801
377,3.773817444,-2.219768126,1.614556607,-0.7773865,0.007056405
378,3.893882989,-2.4795642,1.697068463,-0.709420349,-1.035589973
379,4.713022684,-0.61116692,1.351023078,-2.180823188,4.685152976
380,2.168622557,-2.456123401,0.525323001,-1.416300063,0.286000075
381,1.159351177,-2.321126915,0.576923854,-1.338540961,-0.363566365
382,3.393619066,-1.85053355,-2.129858582,0.512529152,-0.345617611
383,1.822994141,-0.646257667,-0.593463682,-0.620664868,-1.185540946
384,1.204720189,-2.570587676,1.458729866,0.365483271,-0.288794699
385,3.979030013,-1.255876368,0.02222498,2.380932582,0.522789495
386,2.00799284,-1.746378168,-0.110452559,-1.165497394,-0.384509012
387,1.952098422,-2.379920093,1.530281979,0.070615277,-0.936269691
388,1.832989538,-3.049480745,-0.787297823,-0.489202594,-0.657688708
389,4.346315436,0.470032923,0.076422869,-1.116499291,0.569437821
390,1.613588727,-3.154442379,0.0255844,-2.240501914,-0.772766681
391,2.826285781,-1.935733055,1.058918652,-1.697809455,0.414085969
392,2.994280509,-3.039808133,1.481001017,-1.607744029,-0.120117276
393,1.011596055,0.50705369,-0.256052503,-0.236011355,-0.866721176
394,2.388437083,-1.94997114,0.562384979,-0.930760725,-1.669891053
395,3.208548646,-3.377811777,5.189176538,4.995813447,-0.956437065
396,1.623319657,-2.679780396,1.124852894,-0.677479015,-1.336446158
397,3.89958837,-0.607113735,-0.475635628,-1.798177027,0.254799842
398,3.872687577,-0.44792827,-1.035503615,0.499660636,-1.936205046
399,2.272745262,-1.299426521,-0.14448451,-0.538874869,0.018341234
400,3.426968311,-1.096868551,-0.10354965,-0.31780459,-1.577097011
401,2.572059059,-2.349206443,2.625717965,-0.720426747,-1.111239032
402,2.88990827,-3.535294545,1.595875641,-2.101791346,0.244235591
403,2.577691495,0.558840958,-1.000578691,-0.472752361,-1.7467391
404,2.242351535,-1.800110159,-0.163887801,-1.368542461,-0.709539429
405,2.665335273,-3.22744791,-0.111276436,-1.986189619,-1.13060862
