,0,1,2,3,4,5,6,7,8,9
20,4.230251104,3.716879165,2.603031159,-1.032945593,5.000890615,3.072873701,1.860964999,-2.536984267,-3.120347692,-2.063467102
21,1.270808008,2.836361916,0.785495801,-1.736651289,-1.080120324,-1.128972585,-1.228347424,-0.500786439,-1.399469657,-0.050854606
22,3.980797968,3.606871624,0.2925888,0.372918234,-0.611134277,1.703789518,0.857808891,-1.613396806,-2.310295306,0.301427184
23,3.672054186,4.548886392,-0.274060411,2.312586966,1.282812485,0.271833343,-0.882249182,-0.401333381,1.027548517,-0.302854543
24,-0.754935107,0.824264393,2.456460397,1.0058872,-1.033748163,-0.011161584,-1.186136904,0.034650055,-1.139612603,-1.601199204
25,2.586110532,3.330330281,-0.497547923,1.840924565,0.769272083,-1.346502558,1.972588518,-0.27881677,-2.512566808,-1.659051179
26,2.091555005,3.445667002,1.327325809,1.991345259,0.183083842,-0.284685587,0.505619731,-0.310932875,-2.666298381,-1.960710511
27,2.080141711,2.212628422,1.069720447,0.028402535,0.511793742,-0.747197056,-1.079470492,-0.510886156,-2.02648223,-1.163138374
28,-0.15128044,2.897276042,1.787685422,-1.41867973,-0.708690186,-1.504261661,-0.221840016,0.163295172,-0.518409325,-0.310621555
29,1.460860965,3.174017267,2.86740633,-0.534503528,0.594509609,-3.743781616,1.571741831,-0.727629947,0.828012397,-1.76455276
30,1.582479503,1.157722892,1.729519926,-1.181046724,-0.436153508,-0.685043301,-1.042246951,-0.751216091,-2.51050651,-1.532541292
31,0.822772553,1.753590499,2.544405065,-1.805531077,-0.893717586,-0.816704845,-0.370514005,-0.267601654,-1.509319125,-1.360402926
32,2.419590283,1.941765246,-0.873003328,0.263360573,-1.204608825,2.024022917,2.147348495,0.504950639,-2.113728463,0.262901738
33,1.787800245,1.349448065,1.275191151,-1.129333499,-0.32278076,-2.120560685,-1.58718224,-1.152985027,-0.487208953,-2.243853792
34,1.511018,2.774031647,2.720617328,0.695873496,-1.898245513,0.009487576,-0.609930731,-0.00214452,-0.50868225,-1.289009967
35,0.982417952,2.24327951,0.486831778,0.03752313,-1.679401073,-1.01227043,0.559324476,-0.284728964,1.590607582,-1.595632585
36,0.809703856,2.572871602,2.28210534,-0.736320992,-1.708367546,-0.663199031,1.403021037,-0.06672551,-0.779786703,-0.483263413
37,2.715127521,0.471660353,-0.76373303,0.407187249,-2.133083064,1.750157203,2.125070002,-0.723832002,-0.441475954,-0.224556174
38,1.852343903,3.477429557,0.526115727,-1.485357467,-1.389650238,-0.644976129,-1.220604482,-0.278472451,-0.761251369,0.160499873
39,0.807438554,-0.274606262,0.032159986,-1.049970025,0.160621064,0.540771964,-1.729605968,-0.131168674,0.684466057,-1.080504913
40,3.127576228,2.635609128,-0.924156798,0.023914212,2.143865869,-1.691018785,-0.568988391,-0.603898802,-0.130888289,0.50792169
41,3.413624295,2.440406838,2.578234314,-1.971228607,1.334054968,-2.389573675,1.027452106,-0.818411218,1.588558998,-0.210885029
42,2.663880823,1.134919762,4.335335758,-3.225428841,2.384225186,-0.474557872,0.731456053,0.743546977,0.371501339,-0.648603299
43,0.942422411,1.860915856,0.932791547,-1.12803931,-0.908038378,-1.628747467,-0.937606776,0.054342992,-0.742092314,-0.946850499
44,0.964007476,2.744869141,1.113601227,-1.497024013,-0.861139102,-1.6279305,-0.847451975,-0.406499032,-0.725656501,-0.143557244
45,2.552683429,3.044316727,0.307824729,-1.084256375,-1.568785767,-0.184004677,-0.539385216,-0.5531677,-0.178814845,0.291276136
46,0.465940044,1.2688257,1.3000047,-0.099462658,-1.451054618,0.419694069,-1.839580334,-0.077886621,-0.284482395,-0.314892673
47,1.600418936,3.172684623,2.508455504,0.90398803,0.439713356,-0.877763086,-1.376354252,-0.331831497,-1.207206974,-1.046772209
48,0.368845038,1.84218086,1.686478084,-1.524877124,-0.749404235,0.288724918,-0.827610554,0.742438642,-1.551238039,0.185893307
49,3.538977257,1.193659491,2.506551731,-0.961107309,0.46334047,-1.954690731,0.936982033,-0.846565019,1.961589827,-0.46725503
50,4.401106235,1.937113548,0.63671732,-1.02446061,1.136525752,0.876324554,-2.695630258,-1.446615923,-1.818516888,-0.590105789
51,2.544763662,1.520594047,0.016201224,-0.93326384,0.376699876,-0.843940585,-1.822365629,-0.511924722,-0.426278351,-1.25097677
52,1.431055968,1.986232979,1.929672741,-1.279695252,-0.430557157,-0.771207179,-0.242738571,-1.315570936,-1.44362494,0.57922055
53,0.061404373,2.518753208,1.586765039,-1.481601878,-0.575567292,-0.260711075,-1.428776486,0.522367152,-1.534971696,-0.188538103
54,2.259471775,2.038936133,0.56108432,-1.204835599,-1.871606991,0.284259016,0.20613206,-0.144146243,-0.525920516,0.40354952
55,0.982680461,2.437851344,1.322987309,-1.773081533,1.878431552,-2.676659614,-0.280448795,0.581878354,0.270959135,-1.25398943
56,3.819138214,3.930393808,-0.895195114,0.548251452,0.88348326,0.926404961,0.252649353,-0.350944922,-2.125058067,-0.69030055
57,2.45286007,4.280844045,-0.132016342,0.146082674,-0.190824306,1.062880482,0.947471414,0.734936576,-1.761117183,-0.827413087
58,1.773793103,2.47492355,0.904704752,-0.711749657,-1.110859936,-1.554956759,-0.22638125,-0.968937114,-0.249767418,-0.5432134
59,4.630834304,4.682346892,0.405941226,-0.922436986,2.55082807,0.78995553,0.750124132,0.106151054,0.137436532,-1.515660096
60,2.998359154,5.138345154,-0.026644032,-0.057838295,1.338816093,0.287091112,-0.622436952,-0.347821823,0.630389343,0.211619508
61,2.340008122,2.240093204,-1.563778867,0.628376802,-0.146889021,0.08997958,-0.369832632,0.396392425,-0.065565031,-0.696978592
62,1.928591513,1.653452236,0.950941585,-2.402030569,1.485990479,-0.623843681,-2.950760795,-1.146804535,-1.747298067,0.146592988
63,0.711312263,-0.121285438,1.220820646,-0.60852889,-0.076516534,0.274891907,-0.507063401,-0.49084957,-0.933109218,0.004136146
64,2.267712488,3.759317222,-0.03562126,-0.031855083,-0.632016283,-0.745820795,0.389545082,-1.174059521,-0.397895235,0.401356795
65,2.818709803,1.337701119,0.438105586,-0.886958954,-0.134804557,2.366155037,-0.000287196,-0.143585088,-0.604797725,-0.330570857
66,3.124593859,3.749763874,2.41781654,-1.592695941,-0.06884091,-1.700658641,-2.374445292,1.773742283,-2.115979186,2.257601229
67,1.055684942,3.094717236,0.974978173,-1.775712858,-1.15747475,-0.965199315,-1.421947108,-0.454874913,-1.073812864,-0.06452505
68,2.311429008,3.104975203,0.029645721,-1.551819109,0.031290938,-1.64911718,-1.804907742,-0.498571977,-0.597587574,0.038151652
69,2.034285776,3.449061423,0.415136719,-1.122886835,0.003400884,-0.567582454,-0.364045334,0.239509846,-1.506634765,-1.147785628
70,3.396488871,1.630134468,-1.092879328,0.075208734,-1.083063379,2.004324955,1.50108161,0.213744053,-0.078373761,0.105815307
71,0.543402702,2.65495792,1.233697863,-1.720304651,-0.766967441,-1.198244053,-0.358834392,-0.35135878,-1.135686034,0.411907351
72,2.327295948,0.965173116,0.469255227,0.487897347,0.95029242,-0.343029893,0.548950748,-0.106415052,-2.457074755,-1.248393177
73,3.275211922,1.357594253,4.217572965,-4.992487498,6.71703019,-0.245453542,1.62360929,-3.319760952,1.189637747,-2.143500444
74,2.904133675,0.756229677,1.072696715,-1.784454117,-0.325404951,-0.32938199,-0.029166787,0.269538631,-0.369019347,0.627656697
75,0.859483422,1.604502001,0.695650662,-2.180834608,-1.193015348,0.764713831,-2.676221702,-0.962828245,-0.133378267,-0.773635707
76,2.827907409,5.389131584,0.928444645,-1.154284825,-0.176774793,-1.469250932,-1.182291716,1.549637252,-0.046475159,3.042572968
77,2.461143704,5.141495156,0.175615766,1.962908758,0.594435662,0.383562417,-1.42592002,-0.164883132,-0.263956587,-0.199081507
78,4.436560873,5.187397662,-1.3835095,0.485361933,1.759094123,0.597225495,-0.000726728,-0.794282799,-2.300122088,0.147893315
79,3.984106325,3.05226712,2.858788805,-1.48734158,-0.06598409,-1.992314997,-1.860290149,0.748103737,-0.792368877,2.981082857
80,4.628163626,5.515964162,0.247844678,-0.762597727,0.698282304,-1.632995758,-1.141566862,1.433147248,-1.531581951,2.815765063
81,2.048669129,-1.568808059,-0.110528134,-0.540672034,-1.969708152,0.831103653,1.526872607,-0.221447565,1.348766952,0.433852494
82,0.024084553,-0.587828809,0.274906845,-0.61114731,-1.180203727,-0.422474037,1.196252128,0.177233883,0.322077682,-0.273164282
83,-0.301259322,-1.18049582,1.790014507,2.002274709,-0.941387031,-0.891818393,-0.273202519,-0.041875469,1.417018873,-1.632278252
84,1.16963449,-1.944524142,0.176086394,0.205615586,-1.223398034,-1.723093387,0.686788336,-1.129291173,-0.162594571,-0.243978883
85,1.183372629,-1.289027835,5.21688308,4.065989881,-2.40304255,0.653828173,-1.973473767,-3.567461682,0.56680654,4.425175111
86,0.088587836,-1.903868515,2.634017573,-0.075091833,-0.891165515,-0.588651779,2.189281371,0.499974137,-1.345258465,-1.201331901
87,3.587138068,-1.689675139,3.647192734,6.00339633,-1.312095431,1.503575043,-1.556973118,-2.277943144,0.329508885,1.275691817
88,0.666336616,-2.53196957,0.010150663,-0.226830833,-0.443583107,-1.256072086,0.820957942,0.117159988,-1.90430016,0.097674367
89,4.125319554,-1.671119985,1.520866722,4.676391219,-0.44956798,0.442166557,-1.260726826,-1.265585657,0.217582065,0.777776921
90,-0.57712546,-0.186350538,0.334466825,-0.564249985,-0.864989733,-0.697426715,0.632023485,0.102428677,0.462871668,-0.059485041
91,2.023334244,-2.213005643,2.919806349,3.049127095,-0.98143843,-0.834006194,-0.89920454,-1.875530311,0.432573538,1.19443415
92,2.927289416,-1.763993972,-0.565413216,0.71257297,0.356262294,1.609426891,-2.109489554,-0.269186397,1.650667674,-0.372574711
93,1.644187567,-0.87093772,0.281508157,0.574739299,-2.099878697,-0.056373824,0.395170294,-0.423197702,1.110011146,-0.747724612
94,0.188571556,-1.187665498,-0.342739608,-0.775561029,0.456613565,-0.304003346,-0.614893702,-0.224539315,-0.345100232,1.068528824
95,0.780446091,-1.799541288,6.400847194,5.464380887,-1.125442018,0.559681124,-2.831774781,-1.966300833,1.581714915,2.848302025
96,0.682153631,-1.453064581,1.946385196,1.209802875,-0.265623215,-0.826127316,-1.619965903,1.313433932,1.871279391,-1.702194526
97,0.684735635,-1.464784673,1.654811742,1.203916916,0.004072678,-1.232515974,-1.780694314,0.891701855,1.482375245,-1.248135313
98,-0.322515619,-1.292756271,1.186560428,-0.805162549,-1.830947223,0.36116062,1.440004275,0.366097854,-1.439525506,-0.21440185
99,1.198352383,-0.776495715,0.994149498,-0.551905614,-1.934702726,-2.034496045,-0.366228309,0.074623311,1.506803085,-0.999097056
100,1.154575534,-0.02088083,1.129342527,-0.490074051,-2.120907191,-1.71189911,0.126379541,-0.184082221,2.137613724,-1.292894499
101,2.702902137,-0.709897271,-0.78079035,0.70193507,-0.592081433,-2.908676391,-0.398963705,-0.607511814,0.264850468,-1.273307011
102,2.050175375,-1.859285786,0.570585151,-0.533314047,-0.754181701,-1.744480798,-0.328092343,-0.451098975,0.340326971,-0.3510814
103,1.172606348,-1.938378087,-0.355270464,-1.900656094,-1.32937139,1.226804789,0.015784439,2.113260098,-0.633159081,0.917010181
104,0.996206354,-2.766992913,2.509726402,0.159730579,-1.086558309,-0.458100625,1.569324969,-0.28314096,-1.058501335,-0.527036768
105,-0.194909393,-2.48762637,1.358970337,0.096513468,-1.174294248,-1.158179683,1.851435635,-0.22118029,-1.00299756,0.073820804
106,1.673150168,-0.868227705,0.006696098,0.336556787,-1.973233187,-0.994081013,1.457419612,-0.268276602,1.937094687,-0.381510422
107,0.28442788,-1.665524763,1.601989903,1.821434367,-1.054155387,-0.396806284,0.070988924,-0.655804301,0.837905926,-0.349095124
108,-0.129073496,-1.165116582,1.022398554,-0.728575226,-0.706347397,-0.737542497,0.662494598,-0.297768489,-0.235265091,0.089291809
109,0.679509952,-0.917203633,-0.501459343,-0.528406561,-0.881302962,0.407089199,-0.179553298,0.138216499,-0.767382436,-0.303849266
110,0.52251993,-0.865741386,-0.957400521,-0.25707618,-0.26091857,-0.562905091,-0.518926835,0.307509956,-0.596400025,-0.563250497
111,0.358829902,-1.479298388,0.628957527,-0.12953749,-1.427087028,-1.949282944,1.294503914,-0.476041637,0.464374988,-0.216506731
112,0.201171431,-2.309642037,0.695564663,0.131787263,-0.880862002,-1.795136149,1.358761888,-0.928133474,-1.13091632,0.392483978
113,0.322839051,-1.727893898,0.358371767,1.724816955,0.320600347,-1.503120116,-0.036693405,0.061931571,-0.909728508,-0.846924142
114,2.041692438,-0.665994813,0.871635683,-0.470690192,-2.76522896,-0.586067839,0.65053141,-1.533452495,0.808665612,-0.058092008
115,0.439206262,-0.905829136,0.826281059,-0.505064183,-0.972505091,-0.505956219,1.247077986,0.580725182,-0.986194296,-0.663816097
116,2.140753239,-1.679637566,-0.906673589,-1.38364795,-1.268148381,0.24781681,-0.972282435,-0.691673487,-0.787863327,0.755705937
117,3.237163754,0.956800329,-0.365989228,0.370949605,-2.290624132,-0.966904242,1.134310471,-1.946679639,1.354935921,0.165996889
118,0.783935652,-1.174020187,0.276148786,-0.488122853,-1.626172452,-1.12738114,0.770777715,-0.101686614,1.363831594,-0.149338543
119,-0.420347664,-0.848009888,0.908236986,-1.441935742,-1.250125273,0.206985797,0.809724671,0.838177849,-1.223932565,0.986649892
120,1.751320754,-1.788391266,0.013067631,-0.091151252,-1.785699096,-2.275188387,0.573381263,-1.231730224,0.237558762,-0.309991685
121,1.029976939,-2.046536665,0.174771817,0.027820634,-1.545128958,-2.535472023,0.093376018,-0.519164155,-0.55911598,-0.729304386
122,0.336737778,-1.413085745,0.566537028,-0.741026827,-1.432628445,-0.041729429,1.82747382,-0.33292382,-0.55138205,0.760329798
123,0.545279803,-1.706177566,1.617762658,1.363951163,-1.496153579,-1.103252417,0.505393273,0.113787563,1.062510418,-0.999880097
124,2.473800581,2.278799269,-1.006500254,0.919267003,-0.796248077,-0.308149762,2.043588415,-0.799191126,-0.755141532,0.194841042
125,1.875937762,-0.211466529,-1.306562948,0.855929259,-0.347517309,-0.307432593,1.547835075,-0.880746897,-0.845912268,0.621718195
126,0.132743244,-2.18709565,0.843797524,-0.032421528,-1.094777291,-1.07553015,1.32797401,-0.420957737,-0.621341807,0.251215065
127,0.260150097,-1.196398027,0.922103518,-0.171240777,-1.839721809,-1.56172291,1.589396282,-1.608484849,-0.119245505,0.304073973
128,0.240680903,-1.63145989,0.618502582,0.283238364,-1.102917517,-1.466334572,1.230491606,-1.199593362,-0.427744842,-0.040913319
129,-0.542175171,-0.783436648,0.887398814,-0.2202215,-1.216196807,-0.873442439,1.731967747,0.109651046,-0.153046634,-0.861581918
130,1.033903126,-1.437897008,3.297719482,4.288567228,-2.161699368,0.596978915,-1.291345155,-2.189054307,-0.602770045,1.867633053
131,-0.525707653,-1.519202896,0.769964798,-0.243065977,-0.999922638,-1.18023039,1.357575585,0.416359737,-0.827511756,-0.531637081
132,-0.632055732,-1.352317838,0.462734183,-0.366942312,-0.605258486,0.71496953,1.503205838,-0.076298318,-0.911486316,0.952396563
133,-0.45057922,-2.153263763,1.196175151,0.326140563,-0.966544636,-1.740613939,1.806954466,-1.184330045,-1.415635642,0.335000278
134,4.7196138,-0.200592505,2.144915137,1.087677655,-0.623794145,0.196484613,-0.884292847,0.874709529,1.175902294,3.50703219
135,1.341679456,-1.021854045,0.104583468,-0.568953976,-2.268768499,-0.383375304,0.412471584,-1.606263279,0.42868744,0.692257541
136,-0.886714998,-1.530749322,0.807397238,0.357306679,-0.289213578,-1.267092292,1.735796283,0.296587902,-1.232105869,-0.929904258
137,3.651471465,-0.659862979,-2.052036397,0.845528947,-1.117362691,-0.213115538,0.30637406,-1.550534793,1.254540555,1.294037138
138,-0.690754726,-1.008566014,0.00554324,-0.111817818,-0.098135413,-0.558008077,0.829302079,0.267697775,-0.609109384,-0.126929399
139,0.497513684,-1.457805002,0.219933531,-0.192431698,-1.388384949,-0.571678581,0.073459953,-0.988918911,-0.62386415,0.185006573
140,0.225649564,-1.702287478,-0.023790777,1.336515962,0.287865375,-0.343148063,-1.175385244,1.001297667,-0.156187049,-0.720355949
141,0.788296331,-1.059624346,-0.352409053,0.605829095,-0.332971886,-1.908174915,0.849920475,0.062459156,0.008268082,-2.004206239
142,-0.161075607,-1.166234076,-0.366027854,-0.279638828,-0.26008555,-0.660720171,0.043313586,0.00071272,-1.470901715,-0.005340657
143,-0.161265941,-0.905091766,-0.042825302,-0.091226594,-0.378712343,-0.346731971,0.806824148,0.519168637,0.005352005,-0.649194415
144,1.724633525,-0.558774633,3.457117627,2.512870305,4.757583088,-4.132574643,6.735795105,3.662305013,3.114796371,1.069894787
145,1.659254736,-0.551051414,0.97334264,3.689159625,2.044158831,-2.951967743,3.210429289,3.881328152,1.371897144,2.424350861
146,2.283926074,-0.158100903,-1.591264184,1.120315992,-0.37544985,-0.919093956,0.155308263,-0.43877718,-0.111341462,0.238765218
147,0.916204632,-1.496142759,2.164033354,3.984030706,-1.023327543,0.005055265,-2.576394028,-0.758836917,0.533664516,1.992517784
148,0.549187392,-1.510517745,0.500431661,-0.393066494,-1.471911854,-0.812380748,1.196019883,0.113644511,-0.62534065,-0.657833935
149,0.833537798,-2.258199916,0.415823024,1.530945753,-0.645362311,-0.674047406,-1.659711473,0.668930779,0.084304872,-0.950336988
150,1.17566345,-1.385672848,0.165000104,-0.232437187,-1.842395732,-2.071467099,0.485684893,-1.838630457,-0.833441561,0.108270433
151,-0.196193621,-1.376566934,1.017854878,-0.296374201,-1.715816736,-0.943229927,1.129372093,0.033987861,0.841267234,-0.268371648
152,1.176391597,-0.904670628,0.16562213,1.275375138,-0.930209887,-1.087282426,-0.53549161,-1.118403515,-0.229760795,-0.647822999
153,0.320610791,1.613420699,2.12171638,-1.228941885,-1.444623443,-0.932602516,0.552233526,0.057619337,-0.739162828,-0.335712226
154,0.899261913,-1.959364959,0.881882539,-0.042386366,-1.989874877,-1.98626108,1.265826791,-1.183752115,-0.256265122,-0.2371839
155,0.331480401,-1.340155802,0.016614018,0.476423297,-0.409056484,-1.213968486,1.383957903,-0.197086086,-0.22706823,-0.903036621
156,0.083801705,-1.779739463,0.751523889,-0.828404222,-0.505905957,-1.044799327,1.237211752,-0.781206331,-1.414852756,0.919127033
157,1.722904337,-1.292170378,0.799165663,0.685228822,-0.202827397,-0.748294524,0.857594287,-0.563221436,-0.073467444,-1.634185679
158,3.518809985,0.10387626,-1.36801214,0.83681291,-0.545143892,-1.421271929,0.475923323,-0.600418189,0.005713752,-1.112371138
159,0.204219134,-0.869628418,1.566184362,-1.01779944,-1.004000095,0.077667974,1.191542264,1.284631318,-1.181160086,-0.005234489
160,1.233479919,-2.194586079,4.174965042,0.613491793,-2.059368286,0.457768991,0.694356079,-0.696913174,-0.524955857,1.92364133
161,1.873886275,-1.172237122,-0.175541851,-1.636794404,0.496035466,0.345640359,-0.855584867,-0.11948757,-0.402795722,1.307074668
162,1.967662446,-2.544276185,-0.011432373,0.084528386,-1.341152741,-0.68077392,1.214717975,-0.496849372,0.805254413,0.388641621
163,0.355250133,-2.526542827,2.079324912,-0.473531585,-0.331542232,0.87282247,1.509741999,1.030145087,-1.948569689,-0.014398412
164,0.050421263,-1.376837251,0.495309518,-0.592503661,-1.013928817,-1.064492956,1.5160387,0.363250111,-0.501764163,-0.152557284
165,0.177548445,-1.843135462,0.8042676,-0.683419364,-1.307136601,-0.511121348,2.220730336,-0.487921719,-1.313715608,1.068037592
166,2.894472102,-0.997323952,-0.540449268,-0.093775299,-2.49675286,-0.728300027,0.6668699,-1.296548406,0.740973041,0.38533296
167,0.565234584,-2.167918656,1.537801583,0.179124778,0.130164535,-0.797356295,1.176709963,0.354312832,-1.652779855,-0.883822878
168,1.40692192,-1.118665315,-0.294406174,1.185676163,-0.405553249,0.107659156,-1.460720515,0.794034673,0.235518987,-1.383786825
169,0.965797242,-2.697164981,1.371031643,1.101190982,-0.07796208,-0.064731356,-0.006751441,0.809999345,-0.57226356,-0.918599437
170,0.92096175,-1.209205627,1.254653261,0.374919687,-0.895126523,-0.475127081,2.754705869,-1.019782549,-0.034865905,0.895983051
171,-0.341321499,-1.934765602,1.648440061,-0.292524099,-1.846411448,-1.273214293,2.179817007,-0.697028509,-0.702724563,0.387765255
172,1.507096673,0.092310726,-0.060684486,2.229403221,-0.707795339,1.027614029,1.776260472,0.498592361,-0.305552202,-0.916512081
173,2.021809989,0.81556517,-0.467420158,-0.166377576,-0.455085017,-0.087981771,-0.312018679,0.895779609,-0.173869459,-0.541513192
174,1.274905582,-1.929498051,0.085452983,0.946362135,-1.14824591,-1.610759747,0.882530873,0.754846925,0.695642657,-1.42491471
175,0.690709445,-2.316422681,-0.356082167,-0.211609439,-0.107011958,-1.442344571,-0.723745257,-0.125164517,-0.094260069,-0.030045571
176,0.578281739,-2.319182983,0.405106049,0.420470419,-0.92497691,-1.59811932,0.520195261,0.730844855,0.511977867,-1.306106492
177,0.006538687,-2.103670422,0.094962755,0.252596189,-0.168529225,-1.472227875,0.711471317,0.929047402,-0.980188478,-1.162973813
178,-0.287650611,-1.086622873,0.617283607,-0.673395277,-1.170556039,-0.55982614,1.603113914,-0.42864562,-1.086329742,0.467774636
179,0.806281951,-2.504911709,0.421240913,0.307462871,-1.06175012,-1.754119688,0.729628264,-0.367356416,-0.557483203,-0.451377135
180,-0.198653823,-1.318249532,1.443724665,1.049743742,-0.961020209,-0.453047884,0.814267847,-0.412948889,-1.005995165,-0.205372657
181,0.791188244,-2.504461256,2.388323763,0.419306902,-1.025195254,-0.038235274,1.641068355,-0.522202823,-0.564685345,-0.389695813
182,-0.389542137,-2.281654754,0.75836843,0.217322394,-0.461961471,-0.835271409,1.204145063,1.636000586,-0.852269717,-1.481636988
183,0.597738827,-2.887616303,3.466694085,2.646681031,-2.581209119,0.046190605,0.059821116,-1.320582002,0.075886552,3.138649705
184,3.681773917,0.477391096,-1.575930778,1.755044444,-1.31156714,-0.433472569,1.47986296,-0.056742989,-0.49102477,-1.521361397
185,0.473411509,-1.422681182,1.741027012,-0.46308913,-0.840184597,0.403943692,1.594486862,-0.799222391,-1.289680719,0.624756112
186,0.489643485,-0.658354671,1.306683848,-0.620035082,-1.930672076,-1.495840859,0.985600692,-0.967094025,0.034514127,0.043482205
187,0.352520628,-1.424681821,0.779194039,-0.341312256,-1.713088435,-1.405323584,1.442625736,-1.134023903,-0.103737909,0.465910871
188,3.927716914,2.404452453,-1.553098662,1.922399925,0.306735076,1.926750052,2.358266013,-0.574091932,-0.702501916,-0.211744295
189,0.778351973,-2.333128205,0.146687289,-0.05060223,-0.942789885,-0.932392094,0.198209289,1.03564564,0.769771281,-0.618440211
190,2.813580632,-2.157587903,-0.266886945,0.546180522,-2.104229401,-0.47559492,0.297807183,0.062112374,0.450574652,-0.917808455
191,1.102770564,-2.708731721,1.853988711,0.06033867,-0.898280595,-2.080485284,0.851995307,-0.568208138,-1.000725665,-0.27794475
192,3.054037961,-0.25840056,-1.056427889,1.156720293,0.740654901,-0.007110959,0.017822813,0.303898284,-0.527448058,-0.350369783
193,1.682390268,-0.893611364,-0.905413565,-0.025757293,-1.068873085,-1.359856046,0.565050652,0.326519716,0.248085349,-0.483773141
194,-0.009941592,-1.677131357,1.274604188,-0.203798371,-1.750588977,-1.328135462,1.668961973,0.182908388,0.635948233,-0.5713173
195,1.330797062,-2.639139588,0.632816725,0.151413778,-1.763092044,-1.044054465,0.265096594,0.209122684,-0.641467241,-1.237906819
196,0.590935356,-1.297514956,-0.043425965,-0.572106426,-1.412788864,-1.445206627,0.094959538,-0.639096105,-0.16430295,0.499619768
197,3.193317803,-2.023301215,3.39470437,7.029427017,-1.862457853,0.592072802,-3.191353342,-1.830567228,0.200696631,2.206131131
198,2.092752715,-0.807817735,-1.958028959,0.137627285,-0.468973375,-0.588407829,-1.07692294,0.689914132,-0.091083218,-0.696984633
199,0.717463714,-1.49572736,0.826402127,-0.220145009,-2.06374186,-1.258863993,0.79944894,0.03348073,0.37216461,-1.034079257
200,0.285615023,-1.73876351,0.433722035,-0.714635616,-1.264928504,-0.671146968,1.088028133,0.081530774,-1.102678991,0.239307063
201,2.329199703,-0.052189174,-1.436478044,-0.108878604,-0.944691004,-0.060052223,-0.129813047,-0.452245804,-0.850665311,0.19302772
202,1.953725656,-0.638398034,-1.702289711,0.647830097,0.065213436,-1.68275368,0.091895084,-1.098177087,-1.223228078,-0.327931305
203,4.298843146,2.251568533,-0.757733703,-0.00605064,0.210799967,1.204279606,1.376389144,-0.102389662,-1.181823138,-0.132501775
204,3.10812539,0.667771078,-0.33870235,1.245571,1.476057174,2.172824226,1.38033945,0.351553394,-1.084573946,-1.148864301
205,3.297324253,0.021996449,-1.002539492,1.616794339,-1.764672449,2.630061452,-0.563949164,0.013745923,1.587470357,0.308077317
206,3.331867933,0.605953185,-1.179285673,0.45036209,0.227049411,-0.490755851,-0.41353938,3.675672157,-1.343048135,0.513628525
